Text;Date;Time;Draft;Facebook;Twitter;LinkedIn;GBP;Instagram;Pinterest;TikTok;YouTube;Threads;Bluesky;Picture Url 1;Picture Url 2;Shortener;Instagram Post Type;Facebook Post Type;First Comment Text
"Ein Feiertag ist der ehrlichste Test für Ihre Unternehmensangaben.

Heute ruft niemand an, um etwas nachzufragen. Es gibt nur das, was irgendwo steht.

Wenn daraus hervorgeht, dass Sie heute geschlossen haben, ab wann Sie wieder da sind und wer im Notfall erreichbar ist, dann funktionieren Ihre Angaben. Wenn nicht, funktionieren sie werktags auch nur, weil jemand ans Telefon geht.";2026-10-03;08:00:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Schreiben Sie nie „geschlossen“ ohne Zeitraum.

„Geschlossen“ allein liest sich wie ein Dauerzustand. Wer das findet, weiß nicht, ob Sie heute zu haben oder seit einem halben Jahr.

„Heute geschlossen, ab Montag wieder ab 8 Uhr“ ist derselbe Aufwand und eine völlig andere Information. Ein Datum daneben, fertig.";2026-10-03;09:30:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Eine Frage, die man ungern stellt: Wie alt ist die älteste Angabe, die über Ihr Unternehmen im Netz steht?

Nicht die neueste. Die älteste. Ein Eintrag von 2016, ein PDF aus einem Messekatalog, ein Portal, bei dem niemand mehr das Passwort hat.

Die älteste Angabe bestimmt oft, was jemand über Sie glaubt.";2026-10-03;11:00:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Begriff: ladungsfähige Anschrift.

Das ist die Adresse, unter der Sie tatsächlich erreichbar sind und Post rechtswirksam zugestellt werden kann. Ein Postfach reicht dafür nicht.

Sie ist nicht automatisch Ihre Lieferadresse, Ihre Rechnungsanschrift oder der Sitz laut Register. In der Praxis fallen diese vier häufiger auseinander, als die Formulare vorsehen.";2026-10-03;12:30:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Für Gastronomie ist ein Feiertag kein freier Tag, sondern ein Ausflugstag.

Drei Angaben entscheiden heute, ob jemand kommt: wie lange die Küche offen ist, ob es Parkplätze gibt und ob Hund und Kinderwagen mitdürfen.

Das sind keine großen Fragen. Aber unbeantwortet fährt man weiter – nicht aus Ärger, sondern weil die nächste Option schneller zu klären ist.";2026-10-03;14:00:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"info@, buero@, kontakt@, anfrage@, dazu Kontaktformular, Nachrichten auf Social Media und die private Nummer vom Chef.

Sieben Wege hinein. Drei davon liest zuverlässig niemand.

Das Problem ist nicht die Menge, sondern die fehlende Zuordnung: Wohin schreibt man wegen eines Angebots, wohin wegen einer Rechnung, wohin im Notfall?";2026-10-03;15:30:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Samstagabend, 19 Uhr, die Heizung fällt aus.

Der Betrieb, den man seit Jahren hat, steht mit Festnetznummer im Netz. Niemand geht ran. Eine Notdienstnummer findet sich nirgends, auch kein Hinweis, ob es überhaupt einen gibt.

Am Montag ruft der Kunde nicht an, um sich zu beschweren. Er hat bereits jemand anderen.";2026-10-03;17:00:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Mythos: Geschäftlich wird nur werktags gesucht.

Tatsächlich passiert ein großer Teil der stillen Prüfung am Wochenende. Der Einkäufer bereitet sonntagabends die Montagsrunde vor. Die Geschäftsführerin sieht sich einen neuen Anbieter in Ruhe an.

In diesen Momenten gibt es keine Rückfrage. Es gibt nur, was da steht.";2026-10-03;18:30:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Sonderzeiten, kurz sortiert.

Nicht so: „Wir haben geänderte Zeiten, bitte anrufen.“ Das verlagert die Arbeit auf den, der etwas von Ihnen will.

So: konkreter Tag, konkrete Zeit, Gültig-ab und Gültig-bis. Und vor dem Ereignis veröffentlicht, nicht danach. Eine Sonderzeit, die man erst im Nachhinein findet, war keine Information.";2026-10-03;20:00:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Fünf Minuten am Sonntagabend reichen für die ganze Woche.

Stimmen die Zeiten? Ist der Ansprechpartner, der dort steht, diese Woche überhaupt da? Gibt es eine Änderung von Freitag, die noch nirgends steht? Sind Sondertermine eingetragen?

Nichts davon ist Aufwand. Der Punkt ist die Regelmäßigkeit: Was wöchentlich angesehen wird, veraltet nicht.";2026-10-03;21:30:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Sonntagsfrage: Was wüsste jemand nach zwei Minuten über Ihr Unternehmen, wenn er nur suchen darf und nicht fragen?

Nicht, was Sie erzählen würden. Was er findet.

Meistens ist die Lücke nicht das Große, sondern das Banale: wer zuständig ist, wann das zuletzt stimmte, welche von zwei Adressen gilt.";2026-10-04;09:00:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Ein Profil ist kein Auftritt, sondern eine Auskunft.

Ein Auftritt will gefallen. Er darf gestalten, betonen, weglassen.

Eine Auskunft muss stimmen – und dazusagen, wann sie zuletzt geprüft wurde. Sonst ist sie nur eine Behauptung mit besserem Layout.

Deshalb sieht ein gutes Profil eher aus wie ein Nachschlagewerk als wie eine Kampagne.";2026-10-04;10:15:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Begriff: vollständige Lieferantenakte.

In vielen Häusern gilt eine Akte als vollständig, sobald alle Pflichtfelder gefüllt sind. Das beschreibt den Zustand der Maske, nicht der Information.

Vollständig ist sie, wenn vier Dinge belegt sind: Identität, Vertretung, die drei Anschriften getrennt und der Stand jeder einzelnen Angabe. Das letzte Feld fehlt am häufigsten.";2026-10-04;11:30:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Bevor Sie Ihr Profil übernehmen, steht schon etwas darin – und zwar genau das, was öffentlich ist.

Firmierung, Rechtsform, Sitz. Angelegt aus öffentlichen Registerdaten von OpenCorporates und offeneregister.de, sichtbar gekennzeichnet als noch nicht vom Inhaber bestätigt.

Was fehlt: Leistungen, Ansprechpartner, Einsatzgebiet. Also das, was gesucht wird. Übernehmen ist kostenlos; korrigieren oder entfernen lassen geht auch ohne Konto.";2026-10-04;12:45:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
