Text;Date;Time;Draft;Facebook;Twitter;LinkedIn;GBP;Instagram;Pinterest;TikTok;YouTube;Threads;Bluesky;Picture Url 1;Picture Url 2;Shortener;Instagram Post Type;Facebook Post Type;First Comment Text
"Ein Impressum erfüllt eine Pflicht.
Ein Unternehmensprofil beantwortet eine Frage.

Die Pflicht: Wer steckt rechtlich dahinter?
Die Frage: Gibt es euch wirklich, wer ist zuständig, und stimmt das noch?

Beides gehört an eine dauerhafte Adresse – mit Datum.";2026-09-18;10:00:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Ehrliche Frage: Wann haben Sie zuletzt Ihr eigenes Unternehmen gesucht – so, wie ein Fremder es tun würde?

Nicht die Website aufgerufen. Gesucht. Und dann geschaut, welche Nummer, welche Adresse, welcher Name da eigentlich steht.";2026-09-18;11:00:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Kleiner Tipp mit großer Wirkung: Registernummer und Registergericht in die E-Mail-Signatur.

Wer Sie prüft, findet Sie in Sekunden im Register – ohne raten, ohne nachfragen. Und wer nicht prüft, sieht trotzdem: Hier hat jemand nichts zu verstecken.";2026-09-18;12:15:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Begriff des Tages: Selbstauskunft.

Alles, was ein Unternehmen über sich selbst sagt – Leistungen, Öffnungszeiten, Ansprechpartner. Völlig in Ordnung. Nur: Es ist eine Aussage, keine Prüfung.

Der Unterschied wird sichtbar, wenn daneben steht, was ein Unabhängiger bestätigt hat. Und wann.";2026-09-18;13:30:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Mythos: „Uns kennt man hier. Uns prüft keiner.“

Realität: Die Bank prüft. Der Einkauf des neuen Kunden prüft. Der Steuerberater des Partners prüft. Nur sagen sie es Ihnen nicht.

Geprüft wird immer. Die Frage ist nur, was sie finden.";2026-09-18;14:45:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Drei Dinge, die ein Neukunde sucht, bevor er anruft:

1. Gibt es diese Firma so wirklich?
2. Wer ist mein Ansprechpartner?
3. Ist das aktuell – oder von 2021?

Wer alle drei an einer Adresse beantwortet, bekommt den Anruf. Wer nicht, bekommt ihn vielleicht auch. Beim Wettbewerber.";2026-09-18;16:00:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"17:58 Uhr. Ein Kunde ruft an, weil online „bis 18 Uhr“ steht.
Der Anrufbeantworter sagt: Seit 17 Uhr geschlossen.

Niemand hat gelogen. Irgendwo steht nur noch eine alte Zeit.

Eine Adresse, an der die gültige Zeit mit Datum steht – und alle anderen verweisen darauf. Mehr braucht es nicht.";2026-09-18;17:15:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Ihr Unternehmen hat wahrscheinlich schon ein Profil auf MainProfil.

Über 100.000 Profile in Rhein-Main, Unterfranken und Main-Tauber haben wir aus öffentlichen Registerdaten (OpenCorporates / offeneregister.de) angelegt – sichtbar gekennzeichnet als „Noch nicht vom Inhaber bestätigt“.

Sie können es kostenlos übernehmen und ergänzen. Oder korrigieren bzw. entfernen lassen. Ihre Entscheidung.";2026-09-18;18:30:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"Auf dem Firmenwagen steht die richtige Nummer. Im Netz stehen drei.

Handwerksbetriebe pflegen ihre Fahrzeugbeschriftung oft sorgfältiger als ihre Online-Einträge – weil das Fahrzeug einem gehört und die Einträge irgendwie allen.

Deshalb: eine eigene Adresse, die einem gehört. Der Rest verweist darauf.";2026-09-18;19:45:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
"7 Stellen im Netz, an denen Ihre Firmendaten stehen.
7 Stellen, die jemand pflegen müsste.
0 Stellen, die Ihnen Bescheid sagen, wenn etwas veraltet ist.

Gegenrechnung: 1 dauerhafte Adresse mit Datum. Die anderen 6 verweisen dorthin.";2026-09-18;21:00:00;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;FALSE;;;
