Text;Date;Time;Draft;Facebook;Twitter;LinkedIn;GBP;Instagram;Pinterest;TikTok;YouTube;Threads;Bluesky;Picture Url 1;Picture Url 2;Shortener;Instagram Post Type;Facebook Post Type;First Comment Text
"Der Kunde ist pünktlich. Er findet nur den Eingang nicht.

Fünf Fehler, die das verursachen:

1. Der Eingang liegt hinten – steht aber nirgends.
2. Der Kartenpunkt zeigt noch auf den alten Standort.
3. Kein Wort dazu, wo man parken kann.
4. Lieferanten und Kunden sollen verschiedene Zufahrten nehmen – das weiß nur keiner.
5. Stockwerk und Klingelschild fehlen.

Eine Anschrift bringt niemanden zur Tür. Die Angaben drumherum schon – wenn sie an einer Stelle stehen und ein Datum tragen.

Speichern – und beim nächsten Umbau daran denken.

https://mainprofil.com/ig

#Standort #Anfahrt #Unternehmensdaten #KMU #MainProfil";2026-10-09;07:45:00;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-09/2026-10-09-ig-01.png;;FALSE;POST;;
"Ein Lieferant wird nicht einmal geprüft. In den meisten Einkaufsabteilungen kehrt die Prüfung zu drei Anlässen wieder – mit jeweils anderer Frage.

Bei der Erstaufnahme geht es um Identität und Stammdaten: Wer ist das, wer vertritt das Unternehmen, stimmen Firmierung, Anschrift und Steuerangaben mit dem Register überein?

Im Jahresreview geht es um Nachweise: Was ist seit dem letzten Mal abgelaufen, was muss neu angefordert werden?

Und bei der Anlassprüfung geht es um eine Veränderung: eine neue Bankverbindung, eine Umfirmierung, eine Rechnung, die zurückkommt. Hier ist die Frage nicht „Stimmt das?“, sondern „Seit wann gilt das – und wer bestätigt es?“

Allen drei Zeitpunkten hilft dasselbe: Angaben, die ein Datum tragen, und eine Prüfung, die von der Selbstauskunft getrennt ist. Dann muss der Einkauf nicht jedes Mal bei null anfangen.

Welcher der drei Anlässe kostet bei Ihnen die meiste Zeit?

https://mainprofil.com/li

#Einkauf #Lieferantenmanagement #Compliance #Stammdaten #MainProfil";2026-10-09;08:00:00;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-09/2026-10-09-li-01.png;;FALSE;;;
"Vielleicht ist es Ihnen schon passiert: Sie suchen Ihren eigenen Betrieb und finden ein Profil, das Sie nie angelegt haben.

Das ist kein Versehen. MainProfil hat über 190.000 Unternehmensprofile aus öffentlichen Registerdaten angelegt (OpenCorporates / offeneregister.de). Die Angaben stammen aus den Jahren 2017 bis 2019, und jedes dieser Profile sagt das auch: noch nicht vom Inhaber bestätigt.

Sie haben drei Möglichkeiten:

Übernehmen – kostenlos, ohne Kreditkarte. Sie berichtigen die Angaben, ergänzen Ansprechpartner und Öffnungszeiten und bestätigen alles mit Datum. Damit niemand ein fremdes Profil übernimmt, wird geprüft; ein Teil der Anträge von Hand.

Korrigieren lassen – wenn etwas nicht stimmt, Sie aber kein Profil pflegen möchten.

Entfernen lassen – wenn Sie gar keinen Eintrag möchten. Beides geht auch ohne Konto.

Tippen Sie Ihren Firmennamen ein und sehen Sie nach, was bei Ihnen steht. Welchen der drei Wege würden Sie wählen?

https://mainprofil.com/fb/uebernehmen

#Unternehmensprofil #Registerdaten #Handwerk #Selbstständig #MainProfil";2026-10-09;08:30:00;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-09/2026-10-09-fb-01.png;;FALSE;;POST;
"Elektriker. Elektroinstallation. Haustechnik. Handwerker. „Sonstige Dienstleistungen.“

So steht derselbe Betrieb in sechs verschiedenen Portalen – je nachdem, welche Kategorie dort gerade zur Auswahl stand.

Vorher: Wer „Photovoltaik“ sucht, findet Sie nicht, weil nirgends steht, dass Sie das machen.

Nachher: eine Branchenangabe, darunter die Leistungen im Klartext. An einer Adresse, mit Datum.

Folgen für mehr Vorher/Nachher aus dem Betriebsalltag.

https://mainprofil.com/ig

#Handwerk #Branche #Sichtbarkeit #Unternehmensdaten #MainProfil";2026-10-09;11:30:00;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-09/2026-10-09-ig-02.png;;FALSE;POST;;
"Stammdatenpflege gilt als Verwaltungsarbeit. Irgendwo zwischen Buchhaltung und IT, erledigt, wenn Zeit ist.

Für den Einkauf eines Kunden ist sie etwas anderes: der erste Eindruck. Lange bevor jemand ein Angebot liest, wird geprüft, ob Firmierung, Anschrift, Registernummer und Steuerangaben zusammenpassen. Passen sie, geht es weiter. Passen sie nicht, beginnt eine Rückfrage – und der Anbieter ist in der Wahrnehmung schon „der mit den unklaren Angaben“.

Das ist keine Frage der Qualität des Angebots. Es ist eine Frage der Reihenfolge: Die Stammdaten werden zuerst gelesen.

Wer das ernst nimmt, pflegt seine Angaben nicht dann, wenn jemand fragt, sondern so, dass niemand fragen muss – an einer dauerhaften Adresse, mit Datum, und getrennt davon unabhängig geprüft.

Wo liegt in Ihrem Unternehmen die Verantwortung für die eigenen Stammdaten – im Vertrieb oder in der Verwaltung?

https://mainprofil.com/li

#Einkauf #Stammdaten #Vertrieb #Mittelstand #MainProfil";2026-10-09;12:15:00;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-09/2026-10-09-li-02.png;;FALSE;;;
"Anfang Oktober, und im Lokal klingelt es: „Haben Sie im Dezember noch was frei für 25 Leute?“

Die Weihnachtsfeier-Saison beginnt mit dem Telefon. Viel davon lässt sich vorher beantworten, wenn fünf Dinge sichtbar sind:

– Ab welcher Gruppengröße reserviert wird – und bis wie viele Personen es passt.
– Welcher Weg der richtige ist: Telefon, Mail oder Formular.
– Welche Zeiträume noch frei sind – oder dass die Freitage schon weg sind.
– Wer für Gruppen zuständig ist, mit Funktion.
– Und von wann diese Angaben sind. Denn „noch frei“ vom September ist im November eine andere Auskunft.

Für Gastgeber heißt das weniger Rückfragen, für Gäste weniger Warteschleife.

Wie früh buchen Sie Ihre Weihnachtsfeier – oder nehmen Sie Anfragen schon an?

https://mainprofil.com/fb

#Gastronomie #Weihnachtsfeier #Reservierung #Unternehmensdaten #MainProfil";2026-10-09;13:00:00;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-09/2026-10-09-fb-02.png;;FALSE;;POST;
"Ruhestand, Elternzeit, neue Aufgabe: Der Ansprechpartner geht. Der Kontakt sollte bleiben.

Schritt 1: Funktion benennen. Nicht nur den Namen austauschen – die Rolle bleibt, die Person wechselt.

Schritt 2: Übergang zeigen. Eine Zeit lang beide nennen: wer bisher, ab wann, wer jetzt.

Schritt 3: Neu bestätigen – mit Datum. Dann sieht jeder, dass der neue Stand gilt.

Speichern für den nächsten Wechsel im Team.

https://mainprofil.com/ig

#Ansprechpartner #Unternehmensdaten #Übergabe #KMU #MainProfil";2026-10-09;15:00:00;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-09/2026-10-09-ig-03.png;;FALSE;POST;;
"Ein Datum an einer Angabe ist wertvoll. Eine Prüfung ist es trotzdem nicht.

Im Einkauf und in der Compliance werden die beiden gern zusammengelesen: Die Angaben sind „aktuell“, also sind sie „geprüft“. Das stimmt nicht – und die Unterscheidung ist wichtig.

Ein Bestätigungsdatum sagt: Das Unternehmen hat an diesem Tag erklärt, dass die Angaben stimmen. Das ist eine Selbstauskunft, nachvollziehbar und datiert – aber eben vom Unternehmen selbst.

Eine unabhängige Verifizierung sagt: Jemand anderes hat Identität und Angaben zu einem Stichtag abgeglichen. Bei MainProfil erkennbar am Siegel „Unabhängig verifiziert“ – befristet, nicht kaufbar, vom Tarif getrennt.

Beides hat seinen Platz. Entscheidend ist, dass man auf einen Blick sieht, was was ist.

Wie unterscheiden Sie in Ihrer Lieferantenprüfung zwischen Selbstauskunft und geprüfter Angabe?

https://mainprofil.com/li

#Compliance #Verifizierung #Einkauf #Selbstauskunft #MainProfil";2026-10-09;16:30:00;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-09/2026-10-09-li-03.png;;FALSE;;;
"Eine Frage zum Wochenende – ehrlich beantworten!

Im Betrieb ändert sich etwas: neue Telefonnummer, neue Öffnungszeiten, ein neuer Ansprechpartner. Wer erfährt es als Letztes?

A – Das Telefon am Empfang.
B – Die Buchhaltung.
C – Die Website.
D – Der Außendienst.

Unsere Vermutung: Bei vielen ist es C. Und genau dort sehen Kunden zuerst nach.

Was hilft, ist eine Stelle, an der der aktuelle Stand mit Datum steht – und auf die alle anderen verweisen.

Wer ist es bei Ihnen: A, B, C oder D?

https://mainprofil.com/fb

#Umfrage #Unternehmensdaten #Handwerk #KMU #MainProfil";2026-10-09;17:30:00;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-09/2026-10-09-fb-03.png;;FALSE;;POST;
"„Schaffen Sie das noch vor Weihnachten?“

Im Handwerk kommt diese Frage ab Oktober jeden Tag. Am Telefon, per Mail, auf der Baustelle.

Beantworten lässt sie sich auch einmal: mit einem sichtbaren Stand. Zum Beispiel „Aufträge für dieses Jahr bis Mitte November – Stand 9. Oktober“.

Wichtig ist das Datum. Ohne Datum weiß im Dezember niemand, ob die Angabe noch gilt.

Folgen für mehr Tipps bis zum Jahresende.

https://mainprofil.com/ig

#Handwerk #Jahresende #Kundenkommunikation #Unternehmensdaten #MainProfil";2026-10-09;19:30:00;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;https://raw.githubusercontent.com/mainprofil-app/mainprofil-social-assets/main/2026-10-09/2026-10-09-ig-04.png;;FALSE;POST;;
